SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold
CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.801342913,35.67,1.92e-06,0.86,36.33,4.297936109,4.0
CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,5.536107011,37.23,1.64e-06,1.01,34.77,6.061945602,4.0
CCCCCCCCC=CCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.113509275,30.3,2.38e-06,0.7,41.66,4.645860901,5.0
CCCCCCCCC=CCCCCCCCC(=O)NCCC[N+](C)(C)CCCC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.978810701,32.9,2.26e-06,0.73,38.88,4.472257955,5.0
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.591760035,36.33,1.81e-06,0.91,35.77,4.097242657,0.0
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.442492798,38.12,1.6e-06,1.05,33.88,3.948999612,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.853871964,42.9,1.39e-06,1.19,29.1,5.236117481,0.0
CCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.37675071,40.1,1.47e-06,1.13,31.9,4.849406992,1.0
CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.920818754,38.0,1.62e-06,1.03,34.0,4.425397357,2.0
CCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.387216143,38.0,1.49e-06,1.11,34.0,3.935818382,4.0
CCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.508638306,39.7,1.32e-06,1.26,32.3,4.052698546,4.0
CCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.677780705,37.5,1.61e-06,1.03,34.5,3.20362593,9.0
CCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.677780705,39.1,1.31e-06,1.27,32.9,3.252736193,9.0
CCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.823908741,38.0,1.66e-06,1.0,34.0,2.316328823,3.0
CCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.769551079,40.4,1.25e-06,1.33,31.6,2.311381999,3.0
CCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.431798276,37.1,1.69e-06,0.98,34.9,1.946570817,7.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,6.0,40.9,1.39e-06,1.19,31.1,6.466255521,7.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.0132,41.9,1.39e-06,1.19,30.1,5.437450519,0.0
CCCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.7447,39.6,1.38e-06,1.2,32.4,4.269336386,2.0
CCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.0,33.9,1.46e-06,1.14,38.1,4.723838248,3.0
CCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.3872,39.7,1.35e-06,1.23,32.3,3.919170012,3.0
CCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.9586,40.1,1.66e-06,1.0,31.9,3.37715707,6.0
CCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.075720714,34.5,1.19e-06,1.4,37.5,3.93435237,7.0
CCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0,40.0,1.45e-06,1.15,32.0,3.483202366,9.0
CCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.113509275,39.5,1.3e-06,1.28,32.5,2.674922281,1.0
CCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.2076,35.0,1.95e-06,0.85,37.0,2.716614458,1.0
CCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.381951903,39.7,1.28e-06,1.3,32.3,2.943014026,3.0
CCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.58,40.3,1.42e-06,1.17,31.7,2.061075595,7.0
CCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,1.214670165,28.7,2.11e-06,0.79,43.3,1.859417082,2.0
CCCCCCCCCC[n+]1ccc(C(=O)NCCCCCCNC(=O)c2cc[n+](CCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,2.54668166,47.3,1.4e-06,1.19,24.7,4.7,2.0
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0269,34.0,2.02e-06,0.82,38.0,3.547179776,7.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.2069084,37.0,1.31e-06,1.26,35.0,4.14,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.410050399,36.5,7.85e-07,2.12,35.5,4.71,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.400116928,43.9,1.04e-06,1.8,28.1,5.91,0.0
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.614393726,34.5,9.47e-07,1.75,37.5,4.73,2.0
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.477555766,34.8,8.13e-07,2.04,37.2,4.63,2.0
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.299296283,33.6,1.4e-06,1.6,38.4,4.39,2.0
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.148130399,30.6,3e-06,0.55,41.4,3.64,6.0
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.906928694,28.5,1.06e-06,1.57,43.5,4.12,6.0
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.216811309,33.8,8.27e-07,1.19,38.2,4.0,6.0
CCCCCCCCCC[N+](C)(C)CC(=O)COCCOCC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.066006836,32.6,1.47e-06,1.33,39.4,3.86,0.0
CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.769551079,47.0,4.17e-07,3.98,25.0,3.22,0.0
CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.187755303,48.3,5.19e-07,2.01,23.7,3.54,0.0
CCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,,,55.2,8.02e-07,2.07,,,7.0
CCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,,,52.2,5.19e-07,3.2,,,7.0
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.102372909,33.4,1.48e-06,1.12,38.6,3.83615488,0.0
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.619788758,31.3,1.4e-06,1.19,40.7,4.483081557,0.0
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.508638306,32.5,1.59e-06,1.05,39.5,5.224704706,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,5.207608311,38.5,1.5e-06,1.11,33.5,5.60172024,0.0
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,4.294136288,38.0,9.28e-07,1.79,34.0,4.954764523,2.0
CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,2.761953897,37.9,1.03e-06,1.61,34.1,3.361412172,0.0
CCCCCCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.408935393,48.37,6.7e-07,2.49,23.6,5.725270673,0.0
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.935542011,41.0,8.8e-07,1.89,30.97,4.665378918,3.0
CCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.229147988,38.6,9.1e-07,1.83,33.37,3.088911906,7.0
CCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.393618635,38.5,1.08e-06,1.53,33.47,3.123455542,2.0
CCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.266802735,32.3,1.53e-06,1.09,39.7,3.8,4.0
CCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.829738285,34.8,1.32e-06,1.23,37.2,4.75,2.0
CCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.250263684,37.5,1.38e-06,1.2,34.5,4.68,5.0
CCCCCCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,4.102372909,27.9,3.18e-06,0.78,44.1,5.05,0.0
CCCCCCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,4.045757491,30.0,2.84e-06,0.88,42.0,5.02,0.0
CCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.180456064,27.9,1.97e-06,1.26,44.1,4.9,7.0
CCCCCCCCCCCC[NH+](CCCCC[NH+](CCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,2.855425792,30.7,2.07e-06,1.2,41.3,4.02,7.0
CCCCCCCCC[N+](CCCCC[N+](CCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,2.643974143,28.0,1.98e-06,1.26,44.0,4.04,4.0
CCCCCCCC[NH+](CCCCC[NH+](CCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,1.48148606,29.9,2.27e-06,1.1,42.1,2.54,8.0
CCCCCCCCCCCCCCNC(=O)C([NH3+])CCCNC(N)[NH3+].[Cl-].[Cl-],gemini cationic,25.0,3.15490196,33.0,9.7e-07,1.14,39.0,4.298563918,1.0
CCCCCCCCCCOC(=O)C([NH3+])CCCNC(N)[NH3+].[Cl-].[Cl-],gemini cationic,25.0,1.886056648,34.0,1.54e-06,0.72,38.0,2.568501548,9.0
CCCCCCCCOC(=O)C([NH3+])CCCNC(N)[NH3+].[Cl-].[Cl-],gemini cationic,25.0,1.585026652,35.0,1.15e-06,0.96,37.0,2.448138125,5.0
CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,4.187086643,36.4,1.11e-06,1.49,35.6,4.802516684,7.0
CCCCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,3.022276395,25.8,1.38e-06,1.21,46.2,3.853655828,1.0
CCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCC)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,1.866461092,35.1,1.07e-06,1.55,36.9,2.558100927,8.0
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.26760624,37.8,1.41e-06,1.17,34.2,3.83,7.0
CCCCCCCCCCCCOc1ccc[n+](CCCCCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.721246399,37.8,1.85e-06,0.9,34.13,4.38,5.0
CCCCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(CCC[N+](C)(C)C)COCCCCCCCCCCCCCC.[I-].[I-],gemini cationic,25.0,5.22184875,33.0,2.77e-06,0.6,39.0,5.69,1.0
CCCCCCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCCCCCC.[I-].[I-],gemini cationic,25.0,5.515700161,23.5,2.37e-06,0.7,48.5,6.19,1.0
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,5.500312917,35.0,2.37e-06,0.7,37.0,5.8,1.0
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,5.543633967,32.7,3.32e-06,0.5,39.3,5.97,1.0
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,6.148741651,39.1,5.54e-06,0.3,32.9,6.27,1.0
CCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(CCC[N+](C)(C)C)COCCCCCCCCCCCC.[I-].[I-],gemini cationic,25.0,4.55129368,33.0,2.37e-06,0.7,39.0,5.2,4.0
CCCCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCCCC.[I-].[I-],gemini cationic,25.0,4.469800302,33.5,1.66e-06,1.0,38.5,5.3,4.0
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,4.659555885,34.3,1.38e-06,1.2,37.7,5.42,4.0
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,4.273272791,31.5,1.66e-06,1.0,40.5,5.42,4.0
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,5.663540266,40.8,4.15e-06,0.4,31.2,5.74,4.0
CCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCC.[I-].[I-],gemini cationic,25.0,3.576754126,32.2,1.38e-06,1.2,39.8,4.46,9.0
CCCCCCCCCCOCC(COCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,3.779891912,35.2,1.11e-06,1.5,36.8,4.52,9.0
CCCCCCCCCCOCC(COCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,3.595166283,32.2,1.66e-06,1.0,39.8,4.57,9.0
CCCCCCCCCCOCC(COCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,3.681936665,39.6,1.04e-06,1.6,32.4,4.46,9.0
CCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCC.[I-].[I-],gemini cationic,25.0,2.924453039,32.2,1.19e-06,1.4,39.8,3.64,5.0
CCCCCCCCOCC(COCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,2.924453039,36.7,1.04e-06,1.6,35.3,3.71,5.0
CCCCCCCCOCC(COCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,2.701146924,31.4,1.66e-06,1.0,40.6,3.63,5.0
CCCCCCCCOCC(COCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,2.716698771,40.9,1.11e-06,1.5,31.1,3.37,5.0
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCCCCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.420216403,43.0,6.4e-07,2.59,29.0,5.2,3.0
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.410050399,40.0,3.78e-07,4.38,32.0,5.1,3.0
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.850780887,41.0,8.15e-07,2.03,31.0,4.7,3.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,4.321299565,50.0,1.57e-06,1.63,21.18,4.43,9.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,5.37161107,44.8,9.45e-07,1.42,26.38,5.6,0.0
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.796151536,46.1,8.03e-07,3.1,25.08,4.22,2.0
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.950394387,44.7,9.95e-07,2.61,26.48,4.37,2.0
CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,29.85,3.8224635,41.0,1.69e-06,1.47,30.18,4.27,3.0
CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.042488489,42.79,1.68e-06,1.48,28.39,3.47,6.0
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.102647866,40.4,2.78e-06,0.9,30.78,3.35,6.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.251811973,43.2,1.06e-06,1.57,28.75,4.44,0.0
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.570409198,45.47,1.34e-06,1.24,26.52,3.55,2.0
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.782779344,47.87,2.26e-06,0.74,24.12,3.01,6.0
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.540607512,45.0,1.72e-06,0.97,27.0,4.87,9.0
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,5.045757491,48.0,1.24e-06,1.34,24.0,5.49,9.0
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.853871964,46.0,8.7e-07,1.91,26.0,5.35,9.0
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.602059991,51.1,1.81e-06,0.92,20.9,4.86,2.0
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.928117993,46.0,1.96e-06,0.84,26.0,4.97,2.0
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.681936665,47.0,2.36e-06,0.7,25.0,4.8,2.0
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.982966661,49.0,2.01e-06,0.83,23.0,5.06,5.0
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.847711656,44.8,1.65e-06,1.01,27.2,4.97,5.0
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.962573502,45.0,1.22e-06,1.36,27.0,5.02,9.0
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.684029655,41.6,1.06e-06,1.57,30.4,5.31,0.0
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.390405591,33.1,1.13e-06,1.47,38.9,5.53,0.0
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,3.681936665,32.0,1.14e-06,1.46,40.0,4.67,6.0
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,3.600326279,30.4,1.11e-06,1.49,41.6,4.6,6.0
CCCCCCCCCCCCCCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25.0,4.022276395,27.5,9.38e-07,1.77,44.8,6.62,7.0
CCCCCCCCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCCCCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25.0,3.679853714,30.1,8.59e-07,1.93,42.2,6.25,8.0
